City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,greenville,35.6127,-77.3663,27.29,99,100,4.63,US,1723150798
364,ulanhot,46.0833,122.0833,19.81,55,74,1.27,CN,1723150800
365,olinda,-8.0089,-34.8553,24.85,88,75,3.6,BR,1723150804
366,ryotsu-minato,38.0833,138.4333,23.67,83,99,1.2,JP,1723150805
367,inhambane,-23.865,35.3833,21.45,88,0,5.64,MZ,1723150807
368,gorom-gorom,14.4439,-0.2361,31.6,49,100,3.55,BF,1723150808
369,tolanaro,-25.0319,46.9987,20.04,94,20,10.8,MG,1723150809
370,tofol,5.3248,163.0078,28.58,74,81,4.52,FM,1723150810
371,shenjiamen,29.9576,122.298,27.08,90,100,4.36,CN,1723150812
372,aldinga beach,-35.2793,138.4604,9.3,88,100,1.08,AU,1723150813
373,sipalay,9.75,122.5,24.84,91,100,0.33,PH,1723150814
374,soma,39.1855,27.6094,20.91,81,0,3.42,TR,1723150816
375,valentin gomez farias,28.2167,-106.5833,29.85,25,95,3.42,MX,1723150817
376,soio,-6.1349,12.3689,21.34,87,54,3.35,AO,1723150818
377,carnarvon,-24.8667,113.6333,17.15,65,0,6.36,AU,1723150820
378,qarqaraly,49.4058,75.4742,19.77,67,97,2.86,KZ,1723150821
379,alaghsas,17.0187,8.0168,33.89,36,100,5.4,NE,1723150822
380,jinja,0.439,33.2032,20.49,73,82,1.06,UG,1723150825
381,lupane,-18.9315,27.807,15.82,24,0,1.17,ZW,1723150826
382,rovaniemi,66.5,25.7167,16.67,67,0,3.6,FI,1723150828
383,huron,41.1501,-82.5499,26.77,79,100,4.04,US,1723150829
384,whitecourt,54.1502,-115.6855,20.58,60,40,6.69,CA,1723150830
385,igarka,67.4667,86.5833,9.89,71,94,4.99,RU,1723150832
386,zuyevka,58.405,51.1335,13.06,93,100,3.21,RU,1723150833
387,canete,-37.8,-73.4,9.49,74,19,1.67,CL,1723150690
388,cassilandia,-19.1133,-51.7342,28.91,28,100,3.8,BR,1723150836
389,yarmouth,41.7057,-70.2286,20.56,86,100,4.12,US,1723150837
390,vila velha,-20.3297,-40.2925,24.97,76,20,6.69,BR,1723150736
391,argostolion,38.1811,20.489,28.75,33,0,2.57,GR,1723150840
392,lilongwe,-13.9669,33.7873,16.11,63,0,2.06,MW,1723150841
393,luebo,-5.35,21.4167,25.16,22,47,0.97,CD,1723150842
394,hammerfest,70.6634,23.6821,22.25,49,45,5.14,NO,1723150844
395,znamenka,52.4167,41.4311,16.27,95,100,1.76,RU,1723150845
396,baise city,23.8997,106.6133,25.45,95,5,0.8,CN,1723150846
397,fortuna,40.5982,-124.1573,19.51,77,20,6.69,US,1723150848
398,zhangye,38.9342,100.4517,17.69,64,93,2.02,CN,1723150849
399,birao,10.2849,22.7882,21.42,95,100,0.93,CF,1723150850
400,sos'va,59.1766,61.8558,9.51,76,40,1.31,RU,1723150851
401,charters towers,-20.1,146.2667,13.82,92,54,3.69,AU,1723150853
402,muranovo,56.1833,37.9,14.65,94,94,2.23,RU,1723150854
403,tutoia,-2.7619,-42.2744,26.11,79,47,5.89,BR,1723150855
404,amos,48.5669,-78.1162,24.35,35,80,4.36,CA,1723150858
405,rawson,-43.3002,-65.1023,11.69,38,38,5.21,AR,1723150779
406,ierapetra,35.01,25.7353,28.41,41,0,1.79,GR,1723150860
407,ipiales,0.8302,-77.6496,16.43,48,20,6.69,CO,1723150862
408,williams lake,52.1415,-122.1445,32.25,27,75,3.09,CA,1723150863
409,okakarara,-20.5833,17.4333,14.67,28,0,1.66,NA,1723150864
410,silver city,32.7701,-108.2803,30.21,32,65,1.34,US,1723150866
411,lata,40.1629,-8.3327,15.49,94,0,0.81,PT,1723150867
412,manokwari,-0.8667,134.0833,25.57,75,70,1.45,ID,1723150869
413,labrador city,52.9463,-66.9114,17.32,47,75,6.17,CA,1723150870
414,malmberget,67.1753,20.6549,15.31,72,100,2.06,SE,1723150872
415,ippy,6.2679,21.2247,21.13,98,100,1.78,CF,1723150873
416,abadeh,31.1608,52.6506,27.4,15,7,2.4,IR,1723150874
417,salto del guaira,-24.0625,-54.3069,13.78,93,100,4.62,PY,1723150653
418,loen,7.7601,168.2307,28.2,78,43,6.4,MH,1723150877
419,powell river,49.8496,-124.5361,22.8,73,20,2.57,CA,1723150878
420,blenheim,-41.516,173.9528,8.62,96,100,0.45,NZ,1723150880
421,yelizovo,53.1873,158.3805,15.08,100,75,2.0,RU,1723150882
422,sibolga,1.7427,98.7792,25.16,90,74,0.95,ID,1723150883
423,oum hadjer,13.2954,19.6966,23.06,91,100,3.1,TD,1723150885
424,cidade velha,14.9167,-23.6167,27.26,74,75,4.63,CV,1723150886
425,vanimo,-2.6741,141.3028,24.86,90,12,1.76,PG,1723150887
426,lerwick,60.1545,-1.1494,12.02,90,100,5.61,GB,1723150888
427,noshiro,40.2039,140.0242,22.68,86,100,1.5,JP,1723150890
428,impfondo,1.6381,18.0667,25.66,57,75,0.52,CG,1723150891
429,christchurch,-43.5333,172.6333,7.73,88,75,5.66,NZ,1723150325
430,mayma,52.0197,85.9114,17.25,93,97,1.24,RU,1723150894
431,cozumel,20.5083,-86.9458,32.04,66,40,0.0,MX,1723150661
432,afaahiti,-17.75,-149.2833,24.67,82,19,4.55,PF,1723150896
433,rexburg,43.826,-111.7897,29.44,32,0,2.57,US,1723150898
434,paramonga,-10.6667,-77.8333,18.65,75,51,5.13,PE,1723150899
435,saint-francois,46.4154,3.9054,18.69,75,0,0.0,FR,1723150900
436,castillos,-34.1667,-53.8333,7.68,68,42,4.95,UY,1723150902
437,mili,6.0815,171.735,27.96,75,16,3.64,MH,1723150903
438,shimoda,34.6667,138.95,26.61,86,0,2.21,JP,1723150904
439,voinjama,8.4219,-9.7478,20.68,98,100,1.37,LR,1723150906
440,kapit,2.0167,112.9333,22.39,99,100,0.37,MY,1723150907
441,krasnogorskiy,54.6025,61.231,9.87,81,6,3.33,RU,1723150908
442,nova sintra,14.8667,-24.7167,25.69,79,11,4.27,CV,1723150910
443,maluso,6.543,121.8753,24.67,93,100,3.6,PH,1723150911
444,amungan,15.3652,119.9582,27.31,82,100,2.6,PH,1723150912
445,vitebsk,55.1905,30.2033,14.16,89,5,1.63,BY,1723150913
446,port saint john's,-31.6229,29.5448,19.9,62,0,4.93,ZA,1723150915
447,bikenibeu village,1.3673,173.1241,28.98,74,75,2.06,KI,1723150916
448,qusmuryn,52.4503,64.6311,15.25,89,100,8.28,KZ,1723150917
449,fatsa,41.0278,37.5014,20.32,89,0,2.45,TR,1723150919
450,emerald,-23.5333,148.1667,16.4,72,100,3.57,AU,1723150920
451,trincomalee,8.5711,81.2335,26.29,84,100,6.87,LK,1723150921
452,siracusa,37.0881,15.2792,26.74,64,85,4.02,IT,1723150820
453,koryazhma,61.3143,47.1691,13.65,95,100,1.89,RU,1723150924
454,pearsall,28.8922,-99.095,40.14,23,0,5.6,US,1723150925
455,mata-utu,-13.2816,-176.1745,25.93,68,72,9.49,WF,1723150927
456,murudeshwara,14.0943,74.4845,24.91,90,100,2.21,IN,1723150928
457,mezhdurechensk,53.6942,88.0603,15.49,98,100,1.46,RU,1723150929
458,berdigestyakh,62.0989,126.6992,11.97,71,27,1.72,RU,1723150930
459,joshimath,30.5667,79.5667,18.26,93,100,0.76,IN,1723150932
460,el burgo de osma,41.5862,-3.0652,25.49,45,6,4.7,ES,1723150933
461,sovetskiy,61.3614,63.5842,12.23,68,85,1.42,RU,1723150934
462,rechytsa,52.3617,30.3916,17.72,68,100,2.04,BY,1723150935
463,nar'yan-mar,67.6713,53.087,6.42,83,1,2.05,RU,1723150937
464,cabedelo,-6.9811,-34.8339,23.99,85,19,6.29,BR,1723150922
465,kingston,17.997,-76.7936,31.76,70,20,7.2,JM,1723150394
466,neyriz,29.1988,54.3278,27.27,51,0,2.49,IR,1723150940
467,arkalyk,50.2486,66.9114,21.19,74,100,2.98,KZ,1723150941
468,tubarjal,30.4999,38.216,30.35,17,0,4.37,SA,1723150943
469,puerto colombia,10.9878,-74.9547,29.15,70,66,4.12,CO,1723150845
470,el cuervo,36.853,-6.0379,24.26,78,0,2.06,ES,1723150945
471,wad az zaki,14.4619,32.2065,28.68,61,74,3.47,SD,1723150947
472,la'ie,21.6477,-157.9253,28.39,72,37,2.24,US,1723150948
473,javea,38.7833,0.1667,28.3,80,0,0.89,ES,1723150950
474,kalianget,-7.05,113.9333,26.13,77,1,5.7,ID,1723150951
475,sungailiat,-1.85,106.1333,26.39,88,100,4.54,ID,1723150952
476,nadi,-17.8,177.4167,20.0,77,75,1.54,FJ,1723150954
477,belyy yar,53.6039,91.3903,15.94,100,0,0.0,RU,1723150955
478,nabire,-3.3667,135.4833,23.15,97,87,1.81,ID,1723150956
479,margate,51.3813,1.3862,18.72,85,100,1.34,GB,1723150958
480,manado,1.487,124.8455,22.43,94,20,1.03,ID,1723150959
481,riachao das neves,-11.7461,-44.91,27.12,27,0,1.59,BR,1723150960
482,perry,37.2506,-83.1999,28.49,57,100,3.12,US,1723150962
483,kotma,23.2,81.9667,23.24,98,100,3.17,IN,1723150963
484,bela,25.9333,81.9833,27.69,83,100,2.0,IN,1723150966
485,hohhot,40.8106,111.6522,21.16,94,75,2.0,CN,1723150968
486,midvagur,62.0511,-7.1939,10.46,93,100,3.09,FO,1723150875
487,hunstanton,52.95,0.5,19.5,90,100,2.68,GB,1723150971
488,turpan,42.9333,89.1667,27.36,39,0,0.68,CN,1723150972
489,ridgecrest,35.6225,-117.6709,41.68,11,20,2.68,US,1723150803
490,north haven,41.3909,-72.8595,20.17,93,100,0.89,US,1723150976
491,daura,11.5538,11.4085,23.77,86,100,4.19,NG,1723150977
492,eyl,7.9803,49.8164,26.02,65,100,9.99,SO,1723150979
493,jayapura,-2.5333,140.7,21.02,92,34,2.05,ID,1723150980
494,khandyga,62.6667,135.6,12.71,81,33,0.42,RU,1723150981
495,apac,1.9756,32.5386,20.82,75,77,2.1,UG,1723150982
496,linden,6.0,-58.3,27.29,88,100,1.03,GY,1723150984
497,kayyerkan,69.3786,87.7439,5.2,89,3,5.64,RU,1723150985
498,westerland,54.9079,8.3033,18.01,77,75,4.63,DE,1723150986
499,xinglongshan,43.9561,125.4661,19.86,100,100,2.0,CN,1723150987
500,tromso,69.6496,18.957,20.01,60,0,4.12,NO,1723150990
501,saudarkrokur,65.7461,-19.6394,6.97,91,100,2.68,IS,1723150991
502,martapura,-3.4167,114.85,25.05,100,75,1.03,ID,1723150717
503,fuglafjordur,62.244,-6.814,10.13,85,41,2.76,FO,1723150994
504,kerikeri,-35.2268,173.9474,11.62,96,6,0.45,NZ,1723150995
505,port lavaca,28.615,-96.6261,33.92,73,3,5.5,US,1723150754
506,santa cruz,-17.8,-63.1667,14.03,82,100,6.17,BO,1723150789
507,tynda,55.1667,124.7167,13.67,92,100,0.72,RU,1723150999
508,padang,-0.9492,100.3543,24.94,84,15,1.66,ID,1723150974
509,cockburn town,21.4612,-71.1419,28.29,84,99,6.58,TC,1723150946
510,i-n-salah,27.1935,2.4607,37.65,9,0,8.55,DZ,1723151003
511,ilha de mocambique,-15.0342,40.7358,24.05,76,0,2.19,MZ,1723151004
512,uricani,45.3373,23.1524,17.94,66,33,1.18,RO,1723151005
513,tokar,18.4254,37.729,33.06,54,100,1.77,SD,1723151007
514,siwa oasis,29.2041,25.5195,32.95,22,0,0.42,EG,1723151008
515,san felipe,10.3399,-68.7425,27.13,78,93,3.68,VE,1723151009
516,magong,23.5654,119.5863,29.07,83,69,6.94,TW,1723151010
517,dhalie,13.6957,44.7314,27.33,45,85,2.28,YE,1723151012
518,bibiani,6.4635,-2.3194,20.68,99,95,1.05,GH,1723151013
519,kolpashevo,58.3131,82.9089,13.98,81,98,2.25,RU,1723151014
520,salinopolis,-0.6136,-47.3561,27.27,78,0,5.26,BR,1723151016
521,tual,-5.6667,132.75,25.17,85,83,10.02,ID,1723151017
522,nantucket,41.2835,-70.0995,18.06,94,100,5.14,US,1723151018
523,kruisfontein,-34.0033,24.7314,10.57,92,1,2.6,ZA,1723151019
524,ocean shores,46.9737,-124.1563,16.68,87,24,2.68,US,1723150805
525,antonio enes,-16.2325,39.9086,22.59,85,0,2.26,MZ,1723150934
526,san jose,37.3394,-121.895,31.12,48,20,3.6,US,1723150807
527,kismayo,-0.3582,42.5454,24.44,77,22,6.89,SO,1723151025
528,newman,37.3138,-121.0208,41.84,8,0,2.22,US,1723151026
529,leava,-14.3,-178.1667,26.0,62,73,8.8,WF,1723151027
530,piti village,13.4626,144.6933,27.49,92,0,1.54,GU,1723151028
531,shabqadar,34.2139,71.5552,29.32,72,51,2.5,PK,1723151030
532,general acha,-37.377,-64.6043,7.56,44,1,3.48,AR,1723151031
533,saldanha,-33.0117,17.9442,14.5,83,98,15.69,ZA,1723151032
534,findlay,41.0442,-83.6499,28.31,68,100,0.89,US,1723151034
535,robore,-18.3333,-59.75,15.05,100,100,0.0,BO,1723151035
536,patong,7.8961,98.2966,29.45,88,43,4.19,TH,1723151036
537,kuching,1.55,110.3333,25.55,97,40,0.0,MY,1723151037
538,campbell river,50.0163,-125.2446,26.21,50,20,3.09,CA,1723151039
539,aberdeen,57.1437,-2.0981,14.55,100,100,3.09,GB,1723151040
540,baglung,28.2719,83.5898,20.91,96,97,0.3,NP,1723151041
541,sarandi del yi,-33.35,-55.6333,5.74,86,100,5.97,UY,1723151043
542,bassano del grappa,45.7676,11.7357,24.82,84,6,2.21,IT,1723151045
543,dhidhdhoo,6.8833,73.1,28.14,75,100,3.91,MV,1723151046
544,san fernando de apure,7.8878,-67.4724,28.85,86,32,1.65,VE,1723151048
545,sumbe,-11.2061,13.8437,20.02,88,2,3.38,AO,1723151049
546,adh dhibiyah,24.5014,45.9686,32.13,10,12,4.72,SA,1723151050
547,komsomol'skiy,43.9783,46.6985,24.44,42,0,2.73,RU,1723151052
548,red lion,39.9009,-76.6058,23.49,73,100,1.34,US,1723151053
549,loiza,18.4313,-65.8802,31.99,71,40,7.2,PR,1723151054
550,mihara,34.4,133.0833,28.07,69,100,2.57,JP,1723151056
551,fortaleza,-3.7227,-38.5247,27.07,74,0,5.14,BR,1723150885
552,strathmore,51.0501,-113.3852,18.07,55,81,3.6,CA,1723151058
553,taos,36.4072,-105.5731,24.56,41,40,8.23,US,1723151059
554,zapolyarnyy,69.4154,30.8136,14.19,49,4,3.41,RU,1723151061
555,mugia,43.1041,-9.2179,19.3,89,0,7.59,ES,1723151065
556,sidi salim,31.271,30.7867,25.23,74,0,2.89,EG,1723151066
557,timmins,48.4669,-81.3331,22.9,56,100,4.63,CA,1723150787
558,kelibia,36.8476,11.0939,27.14,94,0,1.54,TN,1723151068
559,kapa'a,22.0752,-159.319,28.04,64,67,2.24,US,1723150921
560,ilagan,17.1485,121.8892,24.82,94,97,1.04,PH,1723151071
561,solleftea,63.1667,17.2667,15.44,98,100,1.83,SE,1723151072
562,san pedro,14.35,121.0167,27.57,97,75,4.12,PH,1723151074
563,palikir - national government center,6.9248,158.1611,26.47,83,40,2.57,FM,1723151075
564,nevinnomyssk,44.6267,41.9453,22.05,44,86,2.16,RU,1723151076
565,guerrero,17.6667,-100.0,25.11,77,83,1.29,MX,1723151078
